usage_id,customer_id,usage_date,ai_requests,active_users,api_calls,hours_saved
664,448,2025-02-10,842,16,310,15.01
665,162,2026-05-28,868,20,297,20.73
666,22,2026-01-14,848,16,291,17.53
667,67,2026-01-08,826,20,308,19.15
668,397,2025-02-03,831,23,322,4.82
669,69,2026-06-11,844,8,318,11.03
670,295,2025-03-19,855,15,307,10.01
671,367,2025-02-06,820,22,349,7.08
672,220,2025-04-19,856,20,318,8.21
673,422,2026-06-16,868,22,335,21.21
674,458,2025-08-08,872,23,314,15.9
675,369,2025-03-26,854,18,337,5.47
676,52,2026-08-30,863,19,321,20.17
677,380,2025-04-24,834,18,334,9.66
678,157,2025-05-25,888,17,292,19.59
679,62,2025-10-21,806,23,305,15.02
680,249,2026-03-18,829,17,323,18.64
681,105,2025-09-28,880,22,365,5.1
682,449,2026-02-05,841,20,348,8.4
683,470,2025-06-02,861,16,315,5.5
684,55,2026-02-09,853,9,318,15.45
685,39,2026-06-29,846,22,284,17.39
686,68,2026-05-01,881,29,325,12.69
687,275,2026-08-31,833,26,345,8.72
688,406,2026-03-26,821,23,305,7.2
689,370,2025-12-29,832,10,306,19.74
690,465,2025-06-05,876,13,311,12.08
691,116,2025-10-16,858,19,346,12.15
692,409,2025-06-05,821,14,318,14.28
693,440,2025-09-15,827,13,322,15.76
694,395,2025-03-24,911,26,319,20.41
695,235,2025-05-12,814,21,323,19.72
696,110,2025-02-04,843,21,326,20.08
697,421,2025-06-27,808,21,310,16.44
698,124,2025-08-12,838,7,330,5.35
699,437,2025-03-06,843,17,328,6.06
700,286,2026-06-07,857,21,308,13.79
701,239,2025-05-09,873,19,321,13.6
702,131,2026-06-12,859,26,314,21.12
703,368,2025-07-14,841,12,328,11.18
704,450,2026-02-04,885,20,326,4.77
705,25,2025-12-08,881,13,336,11.05
706,65,2026-04-30,823,15,299,6.15
707,100,2025-01-20,811,16,331,7.85
708,206,2026-07-14,858,26,298,8.3
709,265,2025-11-02,877,23,308,18.48
710,72,2025-12-13,841,19,360,7.35
711,491,2026-02-12,832,27,316,4.64
712,500,2025-08-16,822,29,309,17.25
713,472,2026-02-14,842,19,345,11.36
714,392,2025-08-05,842,24,305,4.89
715,386,2025-09-26,835,17,303,20.67
716,389,2025-05-17,879,11,304,11.23
717,310,2026-07-30,883,21,306,18.04
718,32,2025-09-23,839,21,334,9.36
719,86,2025-10-30,822,20,300,10.67
720,400,2026-04-29,805,22,301,18.46
721,75,2025-05-10,840,26,320,4.46
722,196,2026-02-24,821,20,342,5.84
723,287,2026-03-18,842,14,316,5.23
724,177,2025-11-17,843,21,319,14.75
725,423,2026-06-03,825,11,321,18.4
726,310,2025-02-06,826,24,306,16.12
727,84,2025-11-02,873,15,335,11.53
728,76,2025-05-25,864,24,373,9.34
729,282,2026-01-29,892,11,303,7.16
730,108,2026-03-06,850,20,304,21.07
731,15,2025-01-29,833,16,344,16.43
732,354,2026-05-28,848,17,267,7.91
733,112,2025-10-16,827,22,333,5.4
734,217,2026-03-26,848,20,328,12.7
735,459,2026-06-16,834,22,288,5.81
736,315,2025-05-15,868,19,315,16.16
737,249,2025-06-03,871,21,318,17.4
738,314,2026-03-02,867,19,308,9.43
739,413,2025-10-19,878,17,318,12.67
740,427,2025-08-10,837,20,308,20.27
741,294,2026-04-06,796,14,360,16.54
742,409,2026-04-12,871,25,314,14.32
743,114,2025-01-22,864,20,336,6.07
744,478,2025-12-06,866,13,326,6.96
745,22,2026-08-22,830,17,313,5.33
746,408,2025-11-19,860,20,333,17.09
747,193,2026-06-05,799,15,303,16.73
748,264,2025-08-21,885,18,366,17.03
749,159,2026-07-01,891,31,322,6.4
750,278,2026-07-23,856,21,298,12.07
751,127,2025-04-03,831,12,323,9.62
752,335,2025-10-20,880,15,330,15.14
753,175,2025-02-26,846,13,309,10.51
754,485,2025-11-01,851,17,322,12.95
755,335,2026-06-06,859,13,312,10.29
756,14,2025-05-17,879,11,292,5.14
757,277,2025-07-11,799,22,328,18.54
758,72,2025-09-06,870,22,330,10.69
759,142,2025-03-30,814,17,318,9.98
760,46,2025-01-12,817,17,324,18.68
761,142,2025-02-26,829,22,335,20.48
762,375,2026-03-27,806,17,309,9.88
763,313,2025-08-05,900,14,332,12.11
764,399,2025-02-27,839,23,318,8.81
765,5,2025-07-02,780,20,312,8.82
766,406,2025-01-14,875,13,321,4.47
767,113,2026-06-12,851,14,283,17.93
768,407,2026-04-02,919,16,288,16.83
769,398,2025-07-08,839,15,318,12.53
770,166,2026-01-20,837,19,374,19.0
771,288,2025-04-15,891,12,286,13.45
772,51,2025-12-21,807,22,343,16.27
773,475,2025-06-14,826,13,318,13.0
774,41,2026-01-18,812,18,301,6.36
775,354,2025-12-07,867,19,311,7.64
776,457,2026-05-05,883,21,328,11.66
777,149,2026-04-19,815,11,322,14.95
778,29,2025-02-13,858,17,314,4.86
779,254,2025-06-17,835,15,331,8.4
780,61,2025-01-08,916,16,336,19.79
781,37,2026-01-13,823,20,322,14.54
782,155,2026-05-24,825,22,322,17.34
783,216,2025-07-04,800,22,325,15.02
784,303,2025-06-08,868,19,306,6.53
785,432,2025-02-16,830,22,352,18.14
786,455,2025-09-30,876,16,349,9.22
787,163,2026-04-09,846,14,317,16.49
788,443,2026-07-06,816,18,316,18.86
789,394,2025-01-08,879,16,309,11.03
790,308,2025-01-26,874,22,306,21.69
791,323,2025-10-20,845,21,322,4.45
792,84,2026-01-29,845,23,302,10.39
793,60,2025-09-11,820,18,321,14.07
794,293,2025-03-07,810,18,317,14.45
795,211,2026-05-22,880,18,347,10.24
796,80,2025-05-15,883,15,318,7.34
797,317,2025-11-10,858,26,336,18.58
798,388,2025-04-26,842,19,345,13.59
799,385,2026-08-07,866,26,315,13.09
800,11,2026-02-10,881,12,320,13.37
801,109,2026-08-26,835,13,321,11.47
802,465,2025-10-06,879,17,337,5.24
803,446,2025-07-29,835,15,343,20.52
804,177,2025-12-16,838,20,318,19.22
805,170,2025-12-02,884,20,287,15.3
806,477,2025-04-30,804,19,343,15.31
807,431,2025-08-22,847,25,315,7.69
808,171,2026-04-23,836,19,340,17.27
809,311,2026-03-21,877,13,333,16.88
810,216,2026-03-16,876,23,329,7.53
811,82,2026-06-24,837,21,308,9.79
812,239,2025-03-18,803,17,310,12.91
813,171,2025-05-25,862,24,321,7.96
814,184,2025-02-28,815,14,304,8.89
815,362,2026-05-12,909,26,319,19.57
816,443,2025-02-04,858,25,307,16.42
817,96,2026-03-15,841,27,322,12.82
818,170,2026-02-15,887,22,311,12.35
819,366,2025-01-03,826,21,301,15.87
820,494,2025-08-29,859,19,342,10.51
821,74,2025-08-04,855,19,305,5.82
822,444,2026-01-08,854,20,312,8.65
823,90,2026-03-10,843,13,272,12.11
824,323,2025-10-06,877,19,334,7.14
825,424,2026-07-24,853,20,323,17.05
826,407,2026-05-29,874,15,325,9.08
827,404,2025-09-23,871,20,313,4.56
828,56,2025-07-03,847,15,306,13.21
829,121,2025-08-18,863,16,352,13.19
830,393,2026-07-14,840,19,311,11.87
831,348,2025-05-16,861,16,298,20.45
832,482,2025-12-04,907,24,332,21.59
833,138,2026-05-08,839,11,310,9.92
834,75,2025-07-31,858,15,334,7.38
835,411,2026-07-03,838,14,303,17.47
836,179,2026-07-11,850,32,323,20.83
837,39,2025-04-19,823,15,322,5.98
838,98,2026-05-13,876,22,335,6.48
839,98,2025-04-27,806,16,332,5.32
840,162,2025-05-21,875,25,309,17.27
841,129,2025-01-10,858,25,299,17.63
842,197,2025-05-19,864,19,317,20.14
843,84,2026-07-21,850,16,291,18.36
844,238,2026-05-03,812,22,311,13.8
845,492,2026-04-22,836,31,317,7.73
846,327,2025-08-30,851,14,317,19.99
847,296,2025-08-03,825,17,308,8.8
848,59,2025-10-12,924,19,319,10.53
849,388,2026-02-11,884,23,316,16.43
850,488,2025-02-23,842,24,302,15.0
851,357,2026-03-20,821,18,322,10.78
852,290,2025-08-30,841,23,343,10.78
853,348,2025-02-06,802,21,297,6.19
854,193,2025-07-08,822,18,336,11.23
855,45,2026-08-19,876,16,291,6.05
856,480,2025-08-17,904,13,326,5.29
857,456,2025-01-31,848,22,314,13.03
858,31,2025-03-22,850,17,317,17.23
859,273,2025-12-22,862,13,320,13.7
860,128,2026-05-16,811,24,301,5.92
861,171,2025-07-05,905,26,335,9.7
862,159,2026-05-15,888,19,291,9.31
863,82,2025-10-01,872,23,327,12.5
864,318,2026-05-03,806,15,285,9.41
865,229,2026-05-19,915,18,313,4.72
866,421,2026-02-18,885,19,314,10.19
867,351,2026-01-03,865,15,309,18.32
868,412,2026-07-09,861,21,307,5.41
869,4,2025-07-20,813,24,321,19.82
870,418,2025-08-05,854,9,313,16.92
871,35,2025-09-19,862,17,311,21.13
872,76,2025-08-25,810,17,351,9.16
873,164,2026-04-16,797,13,334,18.24
874,471,2025-12-09,827,34,331,13.36
875,113,2026-05-29,885,17,301,17.75
876,231,2025-01-07,885,14,338,20.51
877,352,2025-11-20,842,15,300,20.6
878,362,2025-03-10,855,21,321,19.1
879,70,2025-02-21,863,23,280,15.91
880,1,2026-06-04,874,7,307,5.0
881,59,2025-01-04,770,24,332,12.72
882,63,2026-03-15,832,19,312,9.71
883,161,2025-07-08,895,15,317,8.91
884,425,2025-06-02,809,21,328,12.48
885,496,2026-06-22,835,17,314,12.52
886,206,2026-05-23,859,22,334,20.18
887,306,2026-05-27,855,20,263,8.14
888,300,2025-07-13,859,17,319,10.09
889,24,2026-05-18,876,15,327,20.55
890,336,2026-08-15,875,21,345,8.57
891,488,2025-12-02,840,18,306,16.68
892,145,2025-10-19,867,26,335,6.92
893,338,2026-04-07,875,20,314,10.91
894,165,2025-10-16,799,15,350,4.31
895,413,2025-06-08,891,15,337,20.38
896,372,2026-08-02,867,17,343,20.39
897,387,2025-06-11,811,16,322,4.23
898,71,2025-07-03,811,14,331,18.29
899,383,2025-04-30,842,10,314,4.26
900,415,2025-12-14,836,19,333,5.98
901,161,2026-06-28,904,24,338,7.83
902,48,2026-05-04,814,15,317,8.27
903,270,2025-08-10,858,14,293,14.21
904,308,2025-11-17,893,17,290,7.21
905,451,2025-07-09,877,18,289,19.26
906,351,2026-02-04,854,15,315,9.08
907,55,2026-01-28,804,23,299,8.84
908,306,2026-05-12,799,12,333,16.38
909,288,2026-03-10,865,18,314,8.81
910,16,2026-02-11,891,19,337,20.52
911,387,2026-07-01,863,18,294,8.0
912,51,2025-11-17,866,18,322,16.96
913,160,2025-10-27,826,17,315,14.19
914,322,2026-06-26,855,12,334,8.62
915,86,2025-04-07,833,14,266,5.73
916,196,2025-08-11,836,12,317,8.36
917,467,2025-12-31,878,16,341,13.19
918,339,2025-10-31,813,24,311,13.11
919,78,2025-07-10,847,20,323,16.57
920,80,2025-11-07,871,13,302,13.23
921,347,2026-06-07,853,11,327,16.83
922,282,2025-07-18,880,20,331,16.65
923,337,2025-02-20,856,17,308,19.14
924,155,2025-06-17,889,17,307,10.45
925,106,2025-05-30,835,25,307,8.55
926,192,2025-04-22,807,19,339,16.46
927,157,2026-08-23,802,10,321,15.28
928,345,2026-06-02,878,13,335,16.99
929,244,2026-04-21,883,19,313,12.0
930,40,2025-12-16,837,15,287,10.01
931,305,2025-06-29,857,15,352,12.69
932,376,2026-06-06,753,16,339,6.76
933,334,2025-04-03,813,8,313,9.8
934,106,2026-05-21,868,22,294,21.17
935,10,2026-08-05,880,18,331,13.3
936,87,2026-05-07,860,14,282,20.82
937,468,2025-06-01,890,16,307,14.09
938,144,2025-06-23,875,11,336,9.39
939,270,2026-05-18,850,19,313,17.55
940,441,2025-11-09,918,17,283,7.83
941,135,2025-09-02,875,22,300,14.4
942,358,2025-05-09,826,21,305,20.12
943,415,2026-04-29,886,15,324,18.21
944,39,2026-02-13,841,24,298,17.96
945,74,2025-10-04,885,15,308,12.68
946,147,2025-03-17,872,16,321,7.58
947,53,2025-09-28,873,15,338,17.29
948,180,2025-04-08,857,22,335,19.83
949,240,2025-10-14,762,16,316,5.57
950,466,2025-06-23,849,18,326,20.19
951,78,2026-02-02,863,17,321,17.85
952,351,2026-04-07,805,14,325,13.67
953,7,2025-07-13,828,18,329,18.33
954,54,2026-05-30,835,17,318,7.62
955,285,2026-03-27,915,11,308,9.13
956,255,2025-12-20,834,31,354,19.27
957,213,2025-06-15,848,21,310,16.43
958,207,2026-04-01,894,17,298,11.07
959,466,2026-03-29,874,15,316,12.11
960,151,2026-06-29,838,17,294,14.3
961,446,2026-06-22,860,27,317,10.26
962,329,2025-03-07,914,18,329,11.38
963,207,2025-04-09,866,22,325,18.02
964,322,2026-04-02,921,16,336,11.22
965,240,2026-03-15,840,9,318,4.73
966,183,2026-04-15,845,18,306,10.36
967,404,2026-06-08,826,21,323,7.52
968,480,2025-06-20,843,19,313,12.59
969,159,2026-03-03,855,16,307,9.48
970,59,2026-07-09,876,20,322,20.28
971,330,2025-05-15,862,23,307,6.13
972,308,2025-01-20,841,11,328,15.26
973,299,2025-02-12,875,16,322,16.08
974,25,2026-07-20,864,13,303,15.37
975,184,2026-07-29,848,25,315,5.33
976,441,2025-04-05,831,22,296,5.51
977,333,2025-04-17,849,17,328,7.57
978,490,2025-09-05,823,16,317,7.37
979,151,2026-07-04,885,18,331,19.14
980,400,2025-08-22,831,20,317,18.5
981,434,2025-02-26,839,23,309,12.25
982,288,2026-01-13,854,20,343,8.51
983,86,2025-08-10,822,14,346,8.97
984,271,2025-05-03,829,21,305,8.1
985,439,2025-05-11,877,22,318,18.46
986,460,2025-05-27,861,10,348,4.85
987,277,2025-07-30,872,20,323,17.51
988,319,2025-09-08,858,24,308,9.21
989,118,2025-02-05,860,17,314,11.24
990,27,2026-07-08,844,18,306,5.09
991,360,2025-05-16,882,16,331,14.67
992,57,2025-10-27,844,13,312,18.99
993,155,2026-01-19,902,21,328,15.98
994,244,2025-08-10,885,18,332,5.37
995,105,2025-09-30,888,14,306,15.44
996,337,2025-05-11,847,21,316,18.35
997,110,2025-06-27,836,18,298,8.92
998,348,2026-06-25,873,12,306,10.01
999,42,2026-08-15,859,21,304,8.29
1000,370,2026-06-08,823,18,305,16.77
1001,296,2026-04-22,863,14,334,17.61
1002,185,2026-07-22,865,11,324,4.82
1003,125,2026-01-26,863,13,310,21.08
1004,483,2026-06-24,851,17,316,15.41
1005,138,2025-08-03,851,23,308,14.44
1006,75,2026-01-15,831,15,333,6.59
1007,99,2025-05-05,843,28,298,17.99
1008,42,2026-03-09,807,15,313,18.82
1009,439,2025-09-06,882,20,318,6.74
1010,271,2025-12-15,869,15,316,8.19
1011,218,2025-11-24,883,26,305,17.83
1012,111,2025-03-05,867,11,291,6.64
1013,354,2025-10-05,847,18,315,18.27
1014,438,2025-10-20,851,22,317,20.89
1015,102,2025-08-24,849,11,323,9.03
1016,336,2025-05-17,856,19,353,20.66
1017,292,2026-08-27,893,22,330,19.07
1018,413,2025-05-17,836,17,334,10.21
1019,486,2026-06-19,881,24,305,19.88
1020,220,2025-10-02,856,18,355,9.75
1021,271,2026-02-07,850,22,337,15.47
1022,25,2026-07-24,843,18,333,13.31
1023,321,2026-03-14,850,23,327,4.79
1024,484,2026-02-23,831,15,312,10.16
1025,140,2026-06-23,853,15,331,9.51
1026,472,2026-02-28,888,22,295,17.07
1027,221,2026-02-20,870,19,282,11.17
1028,125,2026-08-06,853,19,309,19.55
1029,134,2025-03-18,867,19,331,15.91
1030,382,2025-11-17,789,17,287,15.28
1031,342,2026-05-09,827,11,284,15.12
1032,235,2025-08-29,883,17,307,5.36
1033,177,2025-03-22,840,9,307,17.81
1034,21,2026-04-05,886,6,358,21.26
1035,413,2025-11-28,862,19,335,8.8
1036,126,2026-04-22,842,30,342,19.35
1037,183,2026-08-27,896,16,344,14.86
1038,327,2025-09-15,796,13,319,10.25
1039,143,2025-12-23,829,18,338,18.88
1040,97,2026-05-31,838,18,335,19.86
1041,76,2025-05-13,851,16,299,19.33
1042,220,2025-10-05,806,17,281,6.26
1043,74,2026-08-04,813,24,314,17.32
1044,52,2025-02-07,872,25,325,7.92
1045,382,2025-12-07,838,20,293,10.76
1046,140,2025-09-01,866,20,313,7.35
1047,274,2025-10-14,899,26,299,11.61
1048,404,2025-06-10,812,20,302,13.11
1049,355,2025-01-20,910,14,309,22.58
1050,201,2025-02-26,856,18,300,13.36
1051,290,2025-06-26,884,8,279,12.63
1052,57,2026-02-13,827,14,299,6.96
1053,360,2025-12-29,822,18,332,19.74
1054,144,2025-01-23,898,20,312,7.18
1055,183,2026-08-21,857,10,327,20.14
1056,463,2026-07-02,858,16,324,21.19
1057,495,2025-05-10,859,21,284,19.17
1058,239,2026-04-03,880,21,307,5.43
1059,479,2025-02-12,818,22,348,13.74
1060,411,2026-08-11,820,17,339,17.53
1061,143,2026-08-13,820,19,332,18.15
1062,297,2025-10-26,835,13,282,17.55
1063,482,2026-07-25,827,17,315,14.21
1064,265,2026-05-10,863,20,301,10.22
1065,416,2026-05-20,880,13,318,12.11
1066,286,2025-10-28,862,15,323,19.43
1067,354,2026-03-30,868,10,333,19.99
1068,187,2025-09-01,875,11,299,21.25
1069,75,2026-07-21,907,27,309,19.14
1070,190,2025-12-01,796,23,327,18.48
1071,281,2025-11-14,894,23,309,15.05
1072,85,2026-08-17,818,16,302,16.73
1073,179,2025-11-17,869,12,313,7.39
1074,180,2025-05-10,842,17,298,17.83
1075,444,2026-07-24,864,25,334,20.15
1076,498,2025-05-28,873,19,299,7.08
1077,104,2025-09-02,844,19,285,18.58
1078,203,2026-03-08,837,21,294,18.97
1079,208,2025-05-14,827,19,349,16.59
1080,343,2025-06-26,862,8,310,4.88
1081,381,2025-05-08,820,24,290,16.14
1082,286,2025-09-27,855,16,307,14.95
1083,96,2025-09-17,829,10,312,6.26
1084,125,2025-01-18,836,18,316,8.71
1085,349,2026-04-06,848,23,319,13.2
1086,473,2026-01-11,834,10,337,18.03
1087,318,2026-01-15,880,23,329,16.6
1088,56,2025-12-12,846,16,302,14.29
1089,293,2026-05-10,866,20,316,5.08
1090,411,2025-01-07,861,14,304,4.86
1091,389,2026-03-18,847,25,313,10.43
1092,326,2026-07-31,800,15,329,17.24
1093,188,2025-04-05,843,13,311,17.6
1094,273,2026-02-14,809,13,313,14.83
1095,250,2026-01-11,885,21,313,22.06
1096,301,2026-04-08,806,12,326,17.92
1097,183,2025-07-14,857,22,330,11.9
1098,157,2026-07-14,825,14,348,16.63
1099,388,2025-02-19,862,7,356,14.68
1100,293,2025-10-17,837,16,325,4.57
1101,58,2026-08-03,879,12,315,5.01
1102,133,2025-04-08,786,15,315,12.76
1103,335,2026-04-17,830,24,352,16.35
1104,400,2026-02-21,875,13,340,5.8
1105,252,2025-06-06,842,19,318,15.89
1106,175,2025-08-10,878,16,341,16.34
1107,77,2025-06-22,856,21,297,10.43
1108,290,2026-07-26,883,18,316,8.23
1109,364,2026-06-11,860,26,285,8.5
1110,413,2025-12-15,829,19,345,19.74
1111,245,2025-04-10,867,18,310,6.41
1112,187,2025-09-25,872,16,340,15.06
1113,408,2026-03-03,825,12,295,13.61
1114,378,2025-11-14,830,17,324,18.75
1115,101,2025-11-09,863,16,324,5.32
1116,325,2025-03-18,835,15,360,16.22
1117,9,2026-04-21,854,25,299,9.83
1118,321,2026-02-14,881,26,296,9.77
1119,244,2025-08-19,797,25,321,19.07
1120,239,2025-02-04,855,18,323,5.78
1121,232,2026-06-24,803,19,310,8.81
1122,370,2026-08-10,850,28,319,15.0
1123,158,2025-06-09,822,19,327,20.37
1124,14,2025-04-18,810,11,307,14.27
1125,2,2025-03-16,875,10,323,16.34
1126,143,2026-08-29,860,12,343,7.8
1127,188,2025-12-19,850,10,312,19.25
1128,431,2025-05-14,852,18,324,6.64
1129,407,2026-04-02,859,23,314,12.64
1130,392,2025-10-10,857,23,336,19.31
1131,301,2026-06-28,862,25,304,13.41
1132,159,2026-05-14,799,26,304,6.53
1133,140,2026-07-11,831,14,324,13.62
1134,127,2026-04-07,870,16,323,10.43
1135,369,2025-11-04,896,15,306,21.19
1136,129,2025-07-17,905,12,304,13.99
1137,262,2026-04-23,824,19,317,6.58
1138,110,2026-08-30,841,20,347,14.31
1139,365,2025-10-26,856,17,311,8.6
1140,392,2026-06-20,900,23,321,20.61
1141,119,2025-09-25,867,13,321,17.38
1142,379,2025-03-21,850,18,315,12.83
1143,367,2026-05-26,854,24,310,9.45
1144,376,2026-05-03,842,19,356,16.09
1145,161,2025-10-06,819,17,332,18.37
1146,30,2025-10-13,833,14,348,5.39
1147,465,2026-03-14,789,28,296,14.5
1148,372,2026-03-09,902,16,302,19.98
1149,305,2026-05-19,856,24,347,7.72
1150,232,2026-03-20,874,10,295,14.21
1151,469,2025-06-11,833,16,368,18.36
1152,78,2025-05-28,824,18,348,13.21
1153,57,2025-02-14,851,11,302,9.7
1154,372,2025-03-17,807,15,333,14.03
1155,393,2026-01-31,892,11,315,21.83
1156,127,2025-08-04,849,21,325,19.64
1157,268,2025-11-13,823,17,311,14.66
1158,389,2026-07-03,885,15,344,19.93
1159,359,2025-06-08,794,20,357,5.96
1160,193,2026-01-11,789,14,312,12.38
1161,442,2026-08-21,815,24,335,4.66
1162,281,2025-02-04,846,18,325,13.42
1163,481,2025-03-17,858,14,318,7.61
1164,166,2025-03-10,831,25,323,4.97
1165,115,2025-06-15,842,19,309,18.16
1166,208,2025-04-14,894,16,329,21.77
1167,304,2025-09-07,946,16,314,13.02
1168,201,2026-03-10,884,26,325,16.11
1169,222,2026-02-06,877,28,338,17.32
1170,329,2025-11-23,855,12,358,11.8
1171,38,2025-06-14,867,14,303,16.2
1172,336,2025-05-14,859,10,303,8.15
1173,123,2025-10-20,885,21,325,21.15
1174,128,2025-10-16,900,15,337,8.94
1175,62,2025-08-08,857,17,315,11.47
1176,328,2026-07-06,837,16,333,5.31
1177,388,2025-05-03,849,8,301,7.3
1178,34,2025-08-01,840,15,314,12.43
1179,168,2026-08-04,878,14,314,11.43
1180,495,2025-02-22,890,14,320,21.5
1181,8,2025-07-20,846,20,328,6.95
1182,65,2025-09-20,838,20,352,20.88
1183,481,2025-02-08,872,18,321,19.63
1184,419,2026-04-20,848,19,306,8.33
1185,491,2026-08-22,860,23,327,18.04
1186,420,2025-08-11,871,21,330,8.87
1187,120,2026-01-18,886,20,326,19.84
1188,21,2026-04-19,853,10,342,17.86
1189,200,2026-01-17,915,19,298,7.97
1190,484,2026-02-20,828,6,311,6.41
1191,104,2026-03-15,855,12,346,6.35
1192,185,2025-08-16,836,14,331,15.45
1193,56,2025-12-20,843,24,304,14.25
1194,56,2025-10-31,858,26,330,5.11
1195,21,2025-12-12,863,16,325,6.93
1196,451,2025-04-22,860,11,345,17.69
1197,272,2026-08-24,895,16,313,22.14
1198,180,2025-12-31,837,24,339,16.15
1199,368,2025-05-16,861,17,341,15.6
1200,328,2026-01-18,893,24,305,12.58
1201,80,2026-04-15,890,13,336,12.5
1202,495,2025-02-14,867,19,328,15.14
1203,325,2025-06-25,843,16,319,13.96
1204,9,2026-02-05,834,17,313,20.37
1205,23,2026-05-20,855,22,321,8.6
1206,390,2025-03-31,857,19,304,13.56
1207,444,2025-10-16,899,19,324,19.78
1208,319,2025-04-30,804,18,280,9.0
1209,192,2026-05-12,834,24,304,19.32
1210,164,2026-06-19,838,23,329,13.32
1211,442,2025-03-27,890,11,324,4.48
1212,64,2025-10-10,853,20,317,15.65
1213,359,2025-02-05,852,14,332,16.94
1214,221,2025-12-03,868,18,299,15.62
1215,181,2026-02-09,862,15,302,6.64
1216,52,2026-08-05,879,20,315,6.88
1217,68,2026-05-17,819,15,322,18.32
1218,458,2026-03-15,869,24,340,6.96
1219,300,2026-06-27,882,19,323,4.58
1220,114,2025-08-16,848,19,338,14.54
1221,201,2025-02-07,832,14,334,10.47
1222,100,2025-05-30,839,23,335,19.8
1223,406,2025-06-24,844,21,310,17.82
1224,294,2025-09-06,904,15,336,15.47
1225,233,2025-08-21,917,19,340,9.96
1226,61,2026-03-16,872,14,292,4.74
1227,126,2025-01-28,840,11,315,15.27
1228,207,2026-04-30,848,20,323,6.57
1229,498,2025-07-02,824,13,289,15.24
1230,154,2025-04-05,814,25,302,16.29
1231,143,2025-09-09,813,25,331,17.36
1232,86,2026-01-07,812,19,332,7.64
1233,393,2026-08-13,839,13,305,18.57
1234,153,2025-09-17,861,24,322,7.22
1235,299,2025-10-17,836,21,308,19.49
1236,95,2025-09-25,891,20,313,12.0
1237,165,2026-04-20,874,17,338,20.86
1238,180,2026-08-27,830,15,322,4.76
1239,452,2025-06-07,812,18,331,5.6
1240,286,2026-08-23,853,16,315,4.45
1241,408,2026-07-02,845,27,330,18.47
1242,488,2025-03-06,902,18,312,14.47
1243,85,2026-04-04,852,18,324,13.91
1244,482,2025-01-20,840,20,326,4.53
1245,440,2025-09-20,895,20,335,17.61
1246,208,2025-12-11,845,19,300,14.66
1247,222,2026-03-13,864,25,313,20.28
1248,118,2025-10-11,796,12,300,4.03
1249,285,2026-07-22,857,19,314,16.75
1250,383,2025-05-07,840,13,300,20.92
1251,2,2025-12-11,814,21,327,5.91
1252,305,2025-06-07,861,16,328,16.73
1253,365,2025-03-13,830,14,296,4.19
1254,203,2026-03-06,839,22,348,20.2
1255,142,2026-06-21,839,16,310,13.47
1256,100,2026-08-31,856,16,330,14.79
1257,139,2025-08-25,835,17,320,13.93
1258,331,2025-03-22,875,26,311,15.18
1259,383,2025-08-22,810,15,330,16.73
1260,256,2026-06-23,876,22,335,10.83
1261,42,2025-12-30,877,25,351,13.44
1262,41,2026-06-10,832,15,330,12.09
1263,371,2026-05-15,835,22,333,16.98
1264,31,2025-07-12,880,22,331,4.58
1265,178,2026-02-07,867,19,316,18.98
1266,290,2026-01-05,886,9,308,11.02
1267,283,2026-04-20,869,16,339,21.65
1268,261,2026-01-07,897,18,320,21.28
1269,473,2025-05-27,810,21,331,20.06
1270,295,2026-05-01,827,20,306,10.64
1271,189,2025-03-27,887,16,347,6.85
1272,17,2026-06-12,840,19,312,4.25
1273,257,2025-07-04,887,16,331,8.58
1274,367,2026-03-11,832,12,297,18.46
1275,47,2026-08-15,875,17,331,16.0
1276,424,2025-08-23,894,15,333,16.62
1277,353,2025-08-01,864,19,343,8.53
1278,163,2026-07-18,858,17,324,15.85
1279,442,2025-04-06,847,19,307,5.97
1280,90,2026-06-26,864,19,336,10.13
1281,419,2025-01-13,865,20,306,14.85
1282,382,2025-06-26,858,19,288,18.94
1283,58,2026-02-23,835,23,321,5.44
1284,331,2026-01-25,811,12,312,18.87
1285,60,2025-05-19,866,18,308,8.52
1286,399,2025-05-25,898,18,325,15.41
1287,102,2025-09-27,907,14,343,16.32
1288,138,2025-07-02,830,20,300,19.02
1289,65,2025-04-06,850,16,299,18.27
1290,258,2025-05-25,848,20,341,7.75
1291,131,2025-08-30,866,17,282,17.7
1292,42,2025-02-15,802,18,305,10.32
1293,138,2025-10-31,794,24,330,10.08
1294,158,2025-04-15,829,15,288,19.29
1295,394,2025-07-28,805,12,322,18.75
1296,451,2026-04-27,869,19,307,14.79
1297,229,2026-05-25,833,17,346,14.94
1298,235,2025-05-18,866,11,343,16.5
1299,178,2025-05-10,859,15,313,17.42
1300,10,2025-05-26,838,14,302,6.38
1301,127,2025-05-12,840,16,326,16.57
1302,191,2025-07-06,854,24,343,15.75
1303,455,2025-07-11,906,19,313,9.92
1304,302,2025-01-27,908,21,352,21.84
1305,368,2026-05-19,906,26,314,10.89
1306,473,2026-07-05,875,20,295,15.58
1307,116,2026-07-07,862,13,344,10.14
1308,106,2025-03-09,873,26,310,7.9
1309,363,2025-08-17,875,13,311,17.91
1310,448,2025-11-29,879,20,340,8.54
1311,256,2025-09-28,842,9,313,9.08
1312,185,2025-10-07,786,14,334,14.29
1313,218,2025-07-01,833,17,311,9.82
